dob,salary,salary_inc,inflation,old_pension_pa,new_pension_pa,old_pension_20yr_pa,new_pension_20yr_pa,age,old_pension_total,new_pension_total_linear,new_pension_total_geomet,loss_percent,loss_pounds,number,binned_by_pc_loss,binned_by_pounds_loss,binned_by_salary,binned_by_age
1989,7500,0.04,0.025,4380,3620,4380,3290,32.5,87600,69100.0,69050.20202664602,21.118721461187214,18500.0,893,20-25%,0-50k,0-20k,30-40
1989,12500,0.04,0.025,7310,6050,7310,5500,32.5,146200,115500.0,115417.24319664737,20.99863201094391,30700.0,698,20-25%,0-50k,0-20k,30-40
1989,17500,0.04,0.025,10250,8480,10250,7710,32.5,205000,161900.0,161784.2837730618,21.024390243902438,43100.0,787,20-25%,0-50k,0-20k,30-40
1989,22500,0.04,0.025,13170,10810,13170,9830,32.5,263400,206400.0,206252.97159556387,21.64009111617312,57000.0,979,20-25%,50-100k,20-40k,30-40
1989,27500,0.04,0.025,16110,12630,16110,11510,32.5,322200,241400.0,241235.8103558928,25.077591558038485,80800.0,1388,25-30%,50-100k,20-40k,30-40
1989,32500,0.04,0.025,19030,14040,19030,12850,32.5,380600,268900.0,268733.6098558376,29.34839726747241,111700.0,5863,25-30%,100-150k,20-40k,30-40
1989,37500,0.04,0.025,21940,15250,21940,14040,32.5,438800,292900.0,292742.0765373464,33.249772105742935,145900.0,6187,30-35%,100-150k,20-40k,30-40
1989,42500,0.04,0.025,24410,16350,24410,15130,32.5,488200,314800.0,314650.63236312417,35.518230233510856,173400.0,4283,35-40%,150-200k,40-60k,30-40
1989,47500,0.04,0.025,26370,17450,26370,16230,32.5,527400,336800.0,336660.39622559096,36.13955252180508,190600.0,2446,35-40%,150-200k,40-60k,30-40
1989,52500,0.04,0.025,27940,18550,27940,17330,32.5,558800,358800.0,358668.96155216685,35.79098067287044,200000.0,782,35-40%,200-250k,40-60k,30-40
1989,57500,0.04,0.025,29230,19650,29230,18430,32.5,584600,380800.0,380676.53632267,34.86144372220322,203800.0,415,30-35%,200-250k,40-60k,30-40
1989,62500,0.04,0.025,30310,20730,30310,19510,32.5,606200,402400.0,402283.16693882336,33.61926756845926,203800.0,156,30-35%,200-250k,60-80k,30-40
1989,67500,0.04,0.025,31380,21790,31380,20570,32.5,627600,423600.0,423489.01676289743,32.504780114722756,204000.0,73,30-35%,200-250k,60-80k,30-40
1989,72500,0.04,0.025,32450,22860,32450,21640,32.5,649000,445000.0,444894.35612764116,31.432973805855163,204000.0,52,30-35%,200-250k,60-80k,30-40
1989,77500,0.04,0.025,33520,23930,33520,22710,32.5,670400,466400.0,466299.20523483824,30.429594272076372,204000.0,23,30-35%,200-250k,60-80k,30-40
1989,82500,0.04,0.025,34580,25000,34580,23780,32.5,691600,487800.0,487703.62865414174,29.4679005205321,203800.0,19,25-30%,200-250k,80k+,30-40
1989,87500,0.04,0.025,35650,26070,35650,24850,32.5,713000,509200.0,509107.68009149464,28.583450210378682,203800.0,8,25-30%,200-250k,80k+,30-40
1989,92500,0.04,0.025,36720,27130,36720,25910,32.5,734400,530400.0,530311.371165522,27.77777777777778,204000.0,17,25-30%,200-250k,80k+,30-40
1989,97500,0.04,0.025,37790,28200,37790,26980,32.5,755800,551800.0,551714.8092977362,26.99126753109288,204000.0,10,25-30%,200-250k,80k+,30-40
1989,102500,0.04,0.025,38860,29270,38860,28050,32.5,777200,573200.0,573117.9906129611,26.24806999485332,204000.0,8,25-30%,200-250k,80k+,30-40
1989,107500,0.04,0.025,39920,30340,39920,29120,32.5,798400,594600.0,594520.9428533595,25.526052104208418,203800.0,0,25-30%,200-250k,80k+,30-40
1989,112500,0.04,0.025,40990,31400,40990,30180,32.5,819800,615800.0,615723.6651146028,24.8841180775799,204000.0,11,20-25%,200-250k,80k+,30-40
1989,117500,0.04,0.025,42060,32470,42060,31250,32.5,841200,637200.0,637126.2292880877,24.251069900142653,204000.0,0,20-25%,200-250k,80k+,30-40
1989,122500,0.04,0.025,43130,33540,43130,32320,32.5,862600,658600.0,658528.6267780357,23.64943194991885,204000.0,5,20-25%,200-250k,80k+,30-40
1989,127500,0.04,0.025,44190,34610,44190,33390,32.5,883800,680000.0,679930.8733270117,23.059515727540166,203800.0,0,20-25%,200-250k,80k+,30-40
1989,132500,0.04,0.025,45260,35680,45260,34460,32.5,905200,701400.0,701332.9827555044,22.514361467079098,203800.0,0,20-25%,200-250k,80k+,30-40
1989,137500,0.04,0.025,46330,36740,46330,35520,32.5,926600,722600.0,722534.9492442132,22.0159723721131,204000.0,0,20-25%,200-250k,80k+,30-40
1989,142500,0.04,0.025,47400,37810,47400,36590,32.5,948000,744000.0,743936.8205999514,21.518987341772153,204000.0,0,20-25%,200-250k,80k+,30-40
1989,147500,0.04,0.025,48470,38880,48470,37660,32.5,969400,765400.0,765338.5872904481,21.043944708066846,204000.0,0,20-25%,200-250k,80k+,30-40
1989,200000,0.04,0.025,59680,50090,59680,48870,32.5,1193600,989600.0,989552.5020118668,17.091152815013405,204000.0,16,15-20%,200-250k,80k+,30-40
1984,2500,0.04,0.025,1200,1000,1200,900,37.5,24000,19000.0,18983.367214685622,20.833333333333332,5000.0,711,20-25%,0-50k,0-20k,30-40
1984,7500,0.04,0.025,3600,3010,3600,2730,37.5,72000,57400.0,57356.84039478658,20.27777777777778,14600.0,779,20-25%,0-50k,0-20k,30-40
1984,12500,0.04,0.025,6010,5030,6010,4570,37.5,120200,96000.0,95930.35209797461,20.133111480865225,24200.0,681,20-25%,0-50k,0-20k,30-40
1984,17500,0.04,0.025,8430,7050,8430,6410,37.5,168600,134600.0,134503.84443602283,20.166073546856467,34000.0,971,20-25%,0-50k,0-20k,30-40
1984,22500,0.04,0.025,10830,9050,10830,8230,37.5,216600,172800.0,172677.04605825918,20.221606648199447,43800.0,1276,20-25%,0-50k,20-40k,30-40
1984,27500,0.04,0.025,13240,10740,13240,9780,37.5,264800,205200.0,205058.0889287315,22.507552870090635,59600.0,1441,20-25%,50-100k,20-40k,30-40
1984,32500,0.04,0.025,15650,12010,15650,10980,37.5,313000,229900.0,229754.197285532,26.549520766773163,83100.0,3773,25-30%,50-100k,20-40k,30-40
1984,37500,0.04,0.025,18060,13020,18060,11960,37.5,361200,249800.0,249657.8897237851,30.841638981173865,111400.0,4804,30-35%,100-150k,20-40k,30-40
1984,42500,0.04,0.025,20330,13890,20330,12830,37.5,406600,267200.0,267067.1519536434,34.28430890309887,139400.0,6333,30-35%,100-150k,40-60k,30-40
1984,47500,0.04,0.025,22120,14780,22120,13720,37.5,442400,285000.0,284875.45545793354,35.57866184448463,157400.0,4751,35-40%,150-200k,40-60k,30-40
1984,52500,0.04,0.025,23520,15670,23520,14610,37.5,470400,302800.0,302682.7817045262,35.62925170068027,167600.0,2655,35-40%,150-200k,40-60k,30-40
1984,57500,0.04,0.025,24600,16540,24600,15480,37.5,492000,320200.0,320089.15529894485,34.91869918699187,171800.0,1686,30-35%,150-200k,40-60k,30-40
1984,62500,0.04,0.025,25480,17410,25480,16350,37.5,509600,337600.0,337494.871352071,33.75196232339089,172000.0,735,30-35%,150-200k,60-80k,30-40
1984,67500,0.04,0.025,26330,18250,26330,17190,37.5,526600,354400.0,354299.8573140891,32.70034181541968,172200.0,326,30-35%,150-200k,60-80k,30-40
1984,72500,0.04,0.025,27180,19100,27180,18040,37.5,543600,371400.0,371304.44315945345,31.677704194260485,172200.0,233,30-35%,150-200k,60-80k,30-40
1984,77500,0.04,0.025,28020,19950,28020,18890,37.5,560400,388400.0,388308.62731573015,30.692362598144182,172000.0,122,30-35%,150-200k,60-80k,30-40
1984,82500,0.04,0.025,28870,20800,28870,19740,37.5,577400,405400.0,405312.46035550616,29.788708001385523,172000.0,91,25-30%,150-200k,80k+,30-40
1984,87500,0.04,0.025,29720,21650,29720,20590,37.5,594400,422400.0,422315.98470248474,28.936742934051143,172000.0,47,25-30%,150-200k,80k+,30-40
1984,92500,0.04,0.025,30570,22490,30570,21430,37.5,611400,439200.0,439119.19942038314,28.1648675171737,172200.0,56,25-30%,150-200k,80k+,30-40
1984,97500,0.04,0.025,31420,23340,31420,22280,37.5,628400,456200.0,456122.21128561354,27.40292807129217,172200.0,40,25-30%,150-200k,80k+,30-40
1984,102500,0.04,0.025,32260,24190,32260,23130,37.5,645200,473200.0,473125.00665446126,26.65840049597024,172000.0,23,25-30%,150-200k,80k+,30-40
1984,107500,0.04,0.025,33110,25040,33110,23980,37.5,662200,490200.0,490127.608062897,25.974025974025974,172000.0,16,25-30%,150-200k,80k+,30-40
1984,112500,0.04,0.025,33960,25890,33960,24830,37.5,679200,507200.0,507130.0350236164,25.323910482921082,172000.0,26,25-30%,150-200k,80k+,30-40
1984,117500,0.04,0.025,34810,26740,34810,25680,37.5,696200,524200.0,524132.3045166238,24.705544383797758,172000.0,15,20-25%,150-200k,80k+,30-40
1984,122500,0.04,0.025,35660,27580,35660,26520,37.5,713200,541000.0,540934.4071425308,24.144699943914752,172200.0,14,20-25%,150-200k,80k+,30-40
1984,127500,0.04,0.025,36500,28430,36500,27370,37.5,730000,558000.0,557936.4058817228,23.561643835616437,172000.0,7,20-25%,150-200k,80k+,30-40
1984,132500,0.04,0.025,37350,29280,37350,28220,37.5,747000,575000.0,574938.2864014786,23.025435073627843,172000.0,0,20-25%,150-200k,80k+,30-40
1984,137500,0.04,0.025,38200,30130,38200,29070,37.5,764000,592000.0,591940.0588898853,22.513089005235603,172000.0,6,20-25%,150-200k,80k+,30-40
1984,142500,0.04,0.025,39050,30980,39050,29920,37.5,781000,609000.0,608941.7323969548,22.02304737516005,172000.0,7,20-25%,150-200k,80k+,30-40
1984,147500,0.04,0.025,39900,31820,39900,30760,37.5,798000,625800.0,625743.2968704517,21.57894736842105,172200.0,0,20-25%,150-200k,80k+,30-40
1984,200000,0.04,0.025,48800,40730,48800,39670,37.5,976000,804000.0,803955.865983906,17.62295081967213,172000.0,33,15-20%,150-200k,80k+,30-40
1979,2500,0.04,0.025,950,810,950,730,42.5,19000,15400.0,15386.866830618092,18.94736842105263,3600.0,490,15-20%,0-50k,0-20k,40-50
1979,7500,0.04,0.025,2870,2430,2870,2210,42.5,57400,46400.0,46367.040134430245,19.16376306620209,11000.0,630,15-20%,0-50k,0-20k,40-50
1979,12500,0.04,0.025,4800,4060,4800,3690,42.5,96000,77500.0,77444.18339513069,19.270833333333332,18500.0,697,15-20%,0-50k,0-20k,40-50
1979,17500,0.04,0.025,6730,5690,6730,5180,42.5,134600,108700.0,108624.39275071703,19.24219910846954,25900.0,907,15-20%,0-50k,0-20k,40-50
1979,22500,0.04,0.025,8650,7320,8650,6660,42.5,173000,139800.0,139701.54528531837,19.190751445086704,33200.0,1213,15-20%,0-50k,20-40k,40-50
1979,27500,0.04,0.025,10580,8850,10580,8060,42.5,211600,169100.0,168983.38322375802,20.08506616257089,42500.0,1295,20-25%,0-50k,20-40k,40-50
1979,32500,0.04,0.025,12500,9980,12500,9110,42.5,250000,190900.0,190774.7231598796,23.64,59100.0,2614,20-25%,50-100k,20-40k,40-50
1979,37500,0.04,0.025,14430,10820,14430,9920,42.5,288600,207400.0,207276.60657814,28.135828135828135,81200.0,2908,25-30%,50-100k,20-40k,40-50
1979,42500,0.04,0.025,16350,11510,16350,10610,42.5,327000,221200.0,221084.3117485673,32.35474006116208,105800.0,5017,30-35%,100-150k,40-60k,40-50
1979,47500,0.04,0.025,17990,12210,17990,11310,42.5,359800,235200.0,235091.20350457056,34.63035019455253,124600.0,4498,30-35%,100-150k,40-60k,40-50
1979,52500,0.04,0.025,19230,12900,19230,12000,42.5,384600,249000.0,248897.23751596487,35.257410296411855,135600.0,3415,35-40%,100-150k,40-60k,40-50
1979,57500,0.04,0.025,20140,13590,20140,12690,42.5,402800,262800.0,262702.6371892625,34.75670307845085,140000.0,2853,30-35%,100-150k,40-60k,40-50
1979,62500,0.04,0.025,20820,14260,20820,13360,42.5,416400,276200.0,276107.36354493716,33.66954851104707,140200.0,1733,30-35%,100-150k,60-80k,40-50
1979,67500,0.04,0.025,21480,14920,21480,14020,42.5,429600,289400.0,289311.5910745272,32.635009310986966,140200.0,802,30-35%,100-150k,60-80k,40-50
1979,72500,0.04,0.025,22130,15570,22130,14670,42.5,442600,302400.0,302315.3935586098,31.67645729778581,140200.0,581,30-35%,100-150k,60-80k,40-50
1979,77500,0.04,0.025,22790,16230,22790,15330,42.5,455800,315600.0,315518.93379929406,30.759104870557263,140200.0,294,30-35%,100-150k,60-80k,40-50
1979,82500,0.04,0.025,23440,16880,23440,15980,42.5,468800,328600.0,328522.1422316866,29.906143344709896,140200.0,266,25-30%,100-150k,80k+,40-50
1979,87500,0.04,0.025,24100,17540,24100,16640,42.5,482000,341800.0,341725.15016073774,29.08713692946058,140200.0,181,25-30%,100-150k,80k+,40-50
1979,92500,0.04,0.025,24750,18190,24750,17290,42.5,495000,354800.0,354727.8936447473,28.32323232323232,140200.0,125,25-30%,100-150k,80k+,40-50
1979,97500,0.04,0.025,25410,18850,25410,17950,42.5,508200,368000.0,367930.48090859177,27.587563951200316,140200.0,141,25-30%,100-150k,80k+,40-50
1979,102500,0.04,0.025,26060,19500,26060,18600,42.5,521200,381000.0,380932.853669294,26.899462778204143,140200.0,80,25-30%,100-150k,80k+,40-50
1979,107500,0.04,0.025,26720,20150,26720,19250,42.5,534400,394000.0,393935.06978424714,26.272455089820358,140400.0,41,25-30%,100-150k,80k+,40-50
1979,112500,0.04,0.025,27370,20810,27370,19910,42.5,547400,407200.0,407137.1751521746,25.611983924004385,140200.0,36,25-30%,100-150k,80k+,40-50
1979,117500,0.04,0.025,28030,21460,28030,20560,42.5,560600,420200.0,420139.11928822537,25.044595076703533,140400.0,30,25-30%,100-150k,80k+,40-50
1979,122500,0.04,0.025,28680,22120,28680,21220,42.5,573600,433400.0,433340.973956101,24.442119944211996,140200.0,22,20-25%,100-150k,80k+,40-50
1979,127500,0.04,0.025,29340,22770,29340,21870,42.5,586800,446400.0,446342.69328260946,23.926380368098158,140400.0,35,20-25%,100-150k,80k+,40-50
1979,132500,0.04,0.025,29990,23430,29990,22530,42.5,599800,459600.0,459544.3395088942,23.374458152717573,140200.0,23,20-25%,100-150k,80k+,40-50
1979,137500,0.04,0.025,30650,24080,30650,23180,42.5,613000,472600.0,472545.870884816,22.903752039151712,140400.0,16,20-25%,100-150k,80k+,40-50
1979,142500,0.04,0.025,31300,24740,31300,23840,42.5,626000,485800.0,485747.34193644475,22.396166134185304,140200.0,22,20-25%,100-150k,80k+,40-50
1979,147500,0.04,0.025,31960,25390,31960,24490,42.5,639200,498800.0,498748.71458124183,21.964956195244056,140400.0,10,20-25%,100-150k,80k+,40-50
1979,200000,0.04,0.025,38840,32270,38840,31370,42.5,776800,636400.0,636359.8046656821,18.074150360453142,140400.0,65,15-20%,100-150k,80k+,40-50
1974,2500,0.04,0.025,730,620,730,560,47.5,14600,11800.0,11790.359098065435,19.17808219178082,2800.0,456,15-20%,0-50k,0-20k,40-50
1974,7500,0.04,0.025,2200,1880,2200,1710,47.5,44000,35900.0,35874.56329898802,18.40909090909091,8100.0,526,15-20%,0-50k,0-20k,40-50
1974,12500,0.04,0.025,3680,3150,3680,2870,47.5,73600,60200.0,60158.85019339482,18.206521739130434,13400.0,622,15-20%,0-50k,0-20k,40-50
1974,17500,0.04,0.025,5160,4410,5160,4020,47.5,103200,84300.0,84242.9905047106,18.313953488372093,18900.0,728,15-20%,0-50k,0-20k,40-50
1974,22500,0.04,0.025,6630,5670,6630,5160,47.5,132600,108300.0,108224.11316955538,18.32579185520362,24300.0,992,15-20%,0-50k,20-40k,40-50
1974,27500,0.04,0.025,8100,6930,8100,6310,47.5,162000,132400.0,132308.2624701361,18.271604938271604,29600.0,1066,15-20%,0-50k,20-40k,40-50
1974,32500,0.04,0.025,9570,7940,9570,7250,47.5,191400,151900.0,151800.967657971,20.63740856844305,39500.0,2088,20-25%,0-50k,20-40k,40-50
1974,37500,0.04,0.025,11050,8640,11050,7920,47.5,221000,165600.0,165501.0943171154,25.06787330316742,55400.0,1950,25-30%,50-100k,20-40k,40-50
1974,42500,0.04,0.025,12520,9160,12520,8440,47.5,250400,176000.0,175906.94412775672,29.712460063897762,74400.0,3673,25-30%,50-100k,40-60k,40-50
1974,47500,0.04,0.025,13960,9690,13960,8970,47.5,279200,186600.0,186512.23458585434,33.16618911174785,92600.0,3405,30-35%,50-100k,40-60k,40-50
1974,52500,0.04,0.025,15050,10220,15050,9500,47.5,301000,197200.0,197116.955650071,34.48504983388705,103800.0,2667,30-35%,100-150k,40-60k,40-50
1974,57500,0.04,0.025,15810,10740,15810,10020,47.5,316200,207600.0,207521.11860798558,34.34535104364326,108600.0,2696,30-35%,100-150k,40-60k,40-50
1974,62500,0.04,0.025,16320,11240,16320,10520,47.5,326400,217600.0,217524.7458400607,33.333333333333336,108800.0,2111,30-35%,100-150k,60-80k,40-50
1974,67500,0.04,0.025,16810,11730,16810,11010,47.5,336200,227400.0,227327.99075652522,32.361689470553245,108800.0,1047,30-35%,100-150k,60-80k,40-50
1974,72500,0.04,0.025,17290,12210,17290,11490,47.5,345800,237000.0,236930.90905276535,31.463273568536728,108800.0,850,30-35%,100-150k,60-80k,40-50
1974,77500,0.04,0.025,17780,12700,17780,11980,47.5,355600,246800.0,246733.6538055017,30.59617547806524,108800.0,510,30-35%,100-150k,60-80k,40-50
1974,82500,0.04,0.025,18260,13180,18260,12460,47.5,365200,256400.0,256336.13897135403,29.791894852135815,108800.0,352,25-30%,100-150k,80k+,40-50
