dob,salary,salary_inc,inflation,old_pension_pa,new_pension_pa,old_pension_20yr_pa,new_pension_20yr_pa,age,old_pension_total,new_pension_total_linear,new_pension_total_geomet,loss_percent,loss_pounds,number,binned_by_pc_loss,binned_by_pounds_loss,binned_by_salary,binned_by_age
1989,102500,0.04,0.028,37330,26610,37330,24900,32.5,746600,515100.0,514920.6811604873,31.007232788641844,231500.0,8,30-35%,200-250k,80k+,30-40
1989,107500,0.04,0.028,38300,27580,38300,25870,32.5,766000,534500.0,534327.1932661649,30.221932114882506,231500.0,0,30-35%,200-250k,80k+,30-40
1989,112500,0.04,0.028,39260,28550,39260,26840,32.5,785200,553900.0,553733.248846171,29.45746306673459,231300.0,11,25-30%,200-250k,80k+,30-40
1989,117500,0.04,0.028,40230,29520,40230,27810,32.5,804600,573300.0,573138.894292281,28.747203579418343,231300.0,0,25-30%,200-250k,80k+,30-40
1989,122500,0.04,0.028,41200,30490,41200,28780,32.5,824000,592700.0,592544.1699151408,28.070388349514563,231300.0,5,25-30%,200-250k,80k+,30-40
1989,127500,0.04,0.028,42170,31450,42170,29740,32.5,843400,611900.0,611749.061570494,27.4484230495613,231500.0,0,25-30%,200-250k,80k+,30-40
1989,132500,0.04,0.028,43140,32420,43140,30710,32.5,862800,631300.0,631153.7017881457,26.831247102457116,231500.0,0,25-30%,200-250k,80k+,30-40
1989,137500,0.04,0.028,44110,33390,44110,31680,32.5,882200,650700.0,650558.0651608063,26.241215143958286,231500.0,0,25-30%,200-250k,80k+,30-40
1989,142500,0.04,0.028,45070,34360,45070,32650,32.5,901400,670100.0,669962.175750698,25.660084313290437,231300.0,0,25-30%,200-250k,80k+,30-40
1989,147500,0.04,0.028,46040,35330,46040,33620,32.5,920800,689500.0,689366.054909586,25.119461337966985,231300.0,0,25-30%,200-250k,80k+,30-40
1989,200000,0.04,0.028,56210,45490,56210,43780,32.5,1124200,892700.0,892596.550878549,20.592421277352784,231500.0,16,20-25%,200-250k,80k+,30-40
1984,2500,0.04,0.028,1140,920,1140,790,37.5,22800,17100.0,17068.742183656508,25.0,5700.0,711,25-30%,0-50k,0-20k,30-40
1984,7500,0.04,0.028,3440,2770,3440,2380,37.5,68800,51500.0,51406.591839954985,25.1453488372093,17300.0,779,25-30%,0-50k,0-20k,30-40
1984,12500,0.04,0.028,5740,4640,5740,3990,37.5,114800,86300.0,86145.16413682804,24.825783972125436,28500.0,681,20-25%,0-50k,0-20k,30-40
1984,17500,0.04,0.028,8050,6500,8050,5590,37.5,161000,120900.0,120683.37366442167,24.906832298136646,40100.0,971,20-25%,0-50k,0-20k,30-40
1984,22500,0.04,0.028,10340,8350,10340,7180,37.5,206800,155300.0,155021.22344338484,24.903288201160542,51500.0,1276,20-25%,50-100k,20-40k,30-40
1984,27500,0.04,0.028,12650,9920,12650,8550,37.5,253000,184700.0,184378.6265491912,26.99604743083004,68300.0,1441,25-30%,50-100k,20-40k,30-40
1984,32500,0.04,0.028,14940,11080,14940,9610,37.5,298800,206900.0,206569.73907843395,30.75635876840696,91900.0,3773,30-35%,50-100k,20-40k,30-40
1984,37500,0.04,0.028,17250,12020,17250,10510,37.5,345000,225300.0,224980.0286285081,34.69565217391305,119700.0,4804,30-35%,100-150k,20-40k,30-40
1984,42500,0.04,0.028,19550,12830,19550,11320,37.5,391000,241500.0,241201.5390258612,38.23529411764706,149500.0,6333,35-40%,100-150k,40-60k,30-40
1984,47500,0.04,0.028,21560,13650,21560,12140,37.5,431200,257900.0,257620.55427417633,40.19016697588126,173300.0,4751,40-45%,150-200k,40-60k,30-40
1984,52500,0.04,0.028,23060,14470,23060,12960,37.5,461200,274300.0,274037.28984113515,40.52471812662619,186900.0,2655,40-45%,150-200k,40-60k,30-40
1984,57500,0.04,0.028,24160,15290,24160,13780,37.5,483200,290700.0,290452.13277688506,39.8385761589404,192500.0,1686,35-40%,150-200k,40-60k,30-40
1984,62500,0.04,0.028,24980,16080,24980,14570,37.5,499600,306500.0,306264.92728280113,38.65092073658927,193100.0,735,35-40%,150-200k,60-80k,30-40
1984,67500,0.04,0.028,25760,16860,25760,15350,37.5,515200,322100.0,321876.3260622675,37.4805900621118,193100.0,326,35-40%,150-200k,60-80k,30-40
1984,72500,0.04,0.028,26540,17640,26540,16130,37.5,530800,337700.0,337486.6699408287,36.379050489826675,193100.0,233,35-40%,150-200k,60-80k,30-40
1984,77500,0.04,0.028,27320,18420,27320,16910,37.5,546400,353300.0,353096.0989490679,35.34040995607614,193100.0,122,35-40%,150-200k,60-80k,30-40
1984,82500,0.04,0.028,28100,19200,28100,17690,37.5,562000,368900.0,368704.7293730654,34.35943060498221,193100.0,91,30-35%,150-200k,80k+,30-40
1984,87500,0.04,0.028,28880,19980,28880,18470,37.5,577600,384500.0,384312.65858454496,33.4314404432133,193100.0,47,30-35%,150-200k,80k+,30-40
1984,92500,0.04,0.028,29660,20760,29660,19250,37.5,593200,400100.0,399919.96873762016,32.55225893459205,193100.0,56,30-35%,150-200k,80k+,30-40
1984,97500,0.04,0.028,30440,21540,30440,20030,37.5,608800,415700.0,415526.7296308447,31.718134034165573,193100.0,40,30-35%,150-200k,80k+,30-40
1984,102500,0.04,0.028,31220,22320,31220,20810,37.5,624400,431300.0,431133.00094653916,30.92568866111467,193100.0,23,30-35%,150-200k,80k+,30-40
1984,107500,0.04,0.028,32000,23100,32000,21590,37.5,640000,446900.0,446738.83401998476,30.171875,193100.0,16,30-35%,150-200k,80k+,30-40
1984,112500,0.04,0.028,32780,23890,32780,22380,37.5,655600,462700.0,462544.3406002133,29.423428920073217,192900.0,26,25-30%,150-200k,80k+,30-40
1984,117500,0.04,0.028,33560,24670,33560,23160,37.5,671200,478300.0,478149.4202558904,28.739570917759238,192900.0,15,25-30%,150-200k,80k+,30-40
1984,122500,0.04,0.028,34340,25450,34340,23940,37.5,686800,493900.0,493754.1787782471,28.086779266161912,192900.0,14,25-30%,150-200k,80k+,30-40
1984,127500,0.04,0.028,35120,26230,35120,24720,37.5,702400,509500.0,509358.64569391863,27.462984054669704,192900.0,7,25-30%,150-200k,80k+,30-40
1984,132500,0.04,0.028,35900,27010,35900,25500,37.5,718000,525100.0,524962.8470166356,26.866295264623954,192900.0,0,25-30%,150-200k,80k+,30-40
1984,137500,0.04,0.028,36680,27790,36680,26280,37.5,733600,540700.0,540566.8057546669,26.294983642311887,192900.0,6,25-30%,150-200k,80k+,30-40
1984,142500,0.04,0.028,37460,28570,37460,27060,37.5,749200,556300.0,556170.5423327648,25.747463961558996,192900.0,7,25-30%,150-200k,80k+,30-40
1984,147500,0.04,0.028,38240,29350,38240,27840,37.5,764800,571900.0,571774.0749449376,25.222280334728033,192900.0,0,25-30%,150-200k,80k+,30-40
1984,200000,0.04,0.028,46440,37540,46440,36030,37.5,928800,735700.0,735602.1187404325,20.790267011197244,193100.0,33,20-25%,150-200k,80k+,30-40
1979,2500,0.04,0.028,920,750,920,640,42.5,18400,13900.0,13872.464385023086,24.456521739130434,4500.0,490,20-25%,0-50k,0-20k,40-50
1979,7500,0.04,0.028,2770,2270,2770,1950,42.5,55400,42200.0,42123.25464105967,23.826714801444044,13200.0,630,20-25%,0-50k,0-20k,40-50
1979,12500,0.04,0.028,4630,3800,4630,3270,42.5,92600,70700.0,70574.34441891802,23.65010799136069,21900.0,697,20-25%,0-50k,0-20k,40-50
1979,17500,0.04,0.028,6480,5330,6480,4590,42.5,129600,99200.0,99025.41986320526,23.45679012345679,30400.0,907,20-25%,0-50k,0-20k,40-50
1979,22500,0.04,0.028,8330,6850,8330,5900,42.5,166600,127500.0,127276.13892723025,23.46938775510204,39100.0,1213,20-25%,0-50k,20-40k,40-50
1979,27500,0.04,0.028,10190,8290,10190,7140,42.5,203800,154300.0,154028.9361130256,24.288518155053975,49500.0,1295,20-25%,0-50k,20-40k,40-50
1979,32500,0.04,0.028,12040,9340,12040,8090,42.5,240800,174300.0,174016.52373200012,27.61627906976744,66500.0,2614,25-30%,50-100k,20-40k,40-50
1979,37500,0.04,0.028,13900,10130,13900,8830,42.5,278000,189600.0,189318.16748162353,31.798561151079138,88400.0,2908,30-35%,50-100k,20-40k,40-50
1979,42500,0.04,0.028,15740,10780,15740,9480,42.5,314800,202600.0,202336.2926847096,35.64167725540025,112200.0,5017,35-40%,100-150k,40-60k,40-50
1979,47500,0.04,0.028,17550,11430,17550,10130,42.5,351000,215600.0,215352.22529794966,38.57549857549858,135400.0,4498,35-40%,100-150k,40-60k,40-50
1979,52500,0.04,0.028,18910,12090,18910,10790,42.5,378200,228800.0,228566.5454069669,39.50290851401375,149400.0,3415,35-40%,100-150k,40-60k,40-50
1979,57500,0.04,0.028,19840,12730,19840,11430,42.5,396800,241600.0,241378.93352784726,39.11290322580645,155200.0,2853,35-40%,150-200k,40-60k,40-50
1979,62500,0.04,0.028,20490,13360,20490,12060,42.5,409800,254200.0,253989.90689476792,37.96974133723768,155600.0,1733,35-40%,150-200k,60-80k,40-50
1979,67500,0.04,0.028,21110,13970,21110,12670,42.5,422200,266400.0,266199.5408038523,36.9019422074846,155800.0,802,35-40%,150-200k,60-80k,40-50
1979,72500,0.04,0.028,21720,14580,21720,13280,42.5,434400,278600.0,278408.3294264117,35.865561694290975,155800.0,581,35-40%,150-200k,60-80k,40-50
1979,77500,0.04,0.028,22330,15200,22330,13900,42.5,446600,291000.0,290816.50572715665,34.8410210479176,155600.0,294,30-35%,150-200k,60-80k,40-50
1979,82500,0.04,0.028,22940,15810,22940,14510,42.5,458800,303200.0,303023.89646847825,33.91455972101134,155600.0,266,30-35%,150-200k,80k+,40-50
1979,87500,0.04,0.028,23550,16420,23550,15120,42.5,471000,315400.0,315230.7146366455,33.03609341825902,155600.0,181,30-35%,150-200k,80k+,40-50
1979,92500,0.04,0.028,24160,17030,24160,15730,42.5,483200,327600.0,327437.02431459544,32.20198675496689,155600.0,125,30-35%,150-200k,80k+,40-50
1979,97500,0.04,0.028,24770,17640,24770,16340,42.5,495400,339800.0,339642.8803626417,31.408962454582156,155600.0,141,30-35%,150-200k,80k+,40-50
1979,102500,0.04,0.028,25390,18250,25390,16950,42.5,507800,352000.0,351848.3300205483,30.681370618353682,155800.0,80,30-35%,150-200k,80k+,40-50
1979,107500,0.04,0.028,26000,18860,26000,17560,42.5,520000,364200.0,364053.41418675106,29.96153846153846,155800.0,41,25-30%,150-200k,80k+,40-50
1979,112500,0.04,0.028,26610,19480,26610,18180,42.5,532200,376600.0,376458.2438182,29.237128898910186,155600.0,36,25-30%,150-200k,80k+,40-50
1979,117500,0.04,0.028,27220,20090,27220,18790,42.5,544400,388800.0,388662.6946245535,28.581925055106538,155600.0,30,25-30%,150-200k,80k+,40-50
1979,122500,0.04,0.028,27830,20700,27830,19400,42.5,556600,401000.0,400866.87437369087,27.955443765720446,155600.0,22,25-30%,150-200k,80k+,40-50
1979,127500,0.04,0.028,28440,21310,28440,20010,42.5,568800,413200.0,413070.8071016017,27.355836849507735,155600.0,35,25-30%,150-200k,80k+,40-50
1979,132500,0.04,0.028,29060,21920,29060,20620,42.5,581200,425400.0,425274.51408332563,26.806607019958705,155800.0,23,25-30%,150-200k,80k+,40-50
1979,137500,0.04,0.028,29670,22530,29670,21230,42.5,593400,437600.0,437478.01421840064,26.25547691270644,155800.0,16,25-30%,150-200k,80k+,40-50
1979,142500,0.04,0.028,30280,23140,30280,21840,42.5,605600,449800.0,449681.32435348653,25.72655217965654,155800.0,22,25-30%,150-200k,80k+,40-50
1979,147500,0.04,0.028,30890,23760,30890,22460,42.5,617800,462200.0,462084.50957074435,25.186144383295566,155600.0,10,25-30%,150-200k,80k+,40-50
1979,200000,0.04,0.028,37310,30180,37310,28880,42.5,746200,590600.0,590509.6252737532,20.85231841329402,155600.0,65,20-25%,150-200k,80k+,40-50
1974,2500,0.04,0.028,710,590,710,500,47.5,14200,10900.0,10876.490288959869,23.239436619718308,3300.0,456,20-25%,0-50k,0-20k,40-50
1974,7500,0.04,0.028,2130,1790,2130,1540,47.5,42600,33300.0,33240.640919158206,21.830985915492956,9300.0,526,20-25%,0-50k,0-20k,40-50
1974,12500,0.04,0.028,3570,2990,3570,2580,47.5,71400,55700.0,55604.5582138209,21.988795518207283,15700.0,622,20-25%,0-50k,0-20k,40-50
1974,17500,0.04,0.028,5010,4190,5010,3610,47.5,100200,78000.0,77863.60440981612,22.15568862275449,22200.0,728,20-25%,0-50k,0-20k,40-50
1974,22500,0.04,0.028,6430,5390,6430,4650,47.5,128600,100400.0,100227.51258241165,21.928460342146188,28200.0,992,20-25%,0-50k,20-40k,40-50
1974,27500,0.04,0.028,7870,6590,7870,5680,47.5,157400,122700.0,122486.56098314287,22.04574332909784,34700.0,1066,20-25%,0-50k,20-40k,40-50
1974,32500,0.04,0.028,9290,7540,9290,6520,47.5,185800,140600.0,140365.99614191294,24.32723358449946,45200.0,2088,20-25%,0-50k,20-40k,40-50
1974,37500,0.04,0.028,10730,8210,10730,7150,47.5,214600,153600.0,153368.7028101232,28.42497670083877,61000.0,1950,25-30%,50-100k,20-40k,40-50
1974,42500,0.04,0.028,12160,8710,12160,7650,47.5,243200,163600.0,163382.87355430558,32.73026315789474,79600.0,3673,30-35%,50-100k,40-60k,40-50
1974,47500,0.04,0.028,13590,9210,13590,8150,47.5,271800,173600.0,173395.40652817025,36.129506990434145,98200.0,3405,35-40%,50-100k,40-60k,40-50
1974,52500,0.04,0.028,14820,9720,14820,8660,47.5,296400,183800.0,183606.78123775765,37.989203778677464,112600.0,2667,35-40%,100-150k,40-60k,40-50
1974,57500,0.04,0.028,15620,10210,15620,9150,47.5,312400,193600.0,193416.57802192547,38.028169014084504,118800.0,2696,35-40%,100-150k,40-60k,40-50
1974,62500,0.04,0.028,16130,10690,16130,9630,47.5,322600,203200.0,203025.25653498463,37.011779293242405,119400.0,2111,35-40%,100-150k,60-80k,40-50
1974,67500,0.04,0.028,16590,11150,16590,10090,47.5,331800,212400.0,212232.83575599935,35.98553345388788,119400.0,1047,35-40%,100-150k,60-80k,40-50
1974,72500,0.04,0.028,17050,11610,17050,10550,47.5,341000,221600.0,221439.78445014457,35.01466275659824,119400.0,850,35-40%,100-150k,60-80k,40-50
1974,77500,0.04,0.028,17510,12070,17510,11010,47.5,350200,230800.0,230646.17819951195,34.09480296973158,119400.0,510,30-35%,100-150k,60-80k,40-50
1974,82500,0.04,0.028,17970,12530,17970,11470,47.5,359400,240000.0,239852.08096413582,33.2220367278798,119400.0,352,30-35%,100-150k,80k+,40-50
